state,Postal Code,Year,population
New Mexico,NM,1978,7.350804
New Mexico,NM,1979,7.366512
New Mexico,NM,1980,7.37633
New Mexico,NM,1981,7.407472
New Mexico,NM,1982,7.430968
New Mexico,NM,1983,7.467785
New Mexico,NM,1984,7.515473
New Mexico,NM,1985,7.565528
New Mexico,NM,1986,7.622159
New Mexico,NM,1987,7.670742
New Mexico,NM,1988,7.712333
New Mexico,NM,1989,7.726089
New Mexico,NM,1990,7.757158
New Mexico,NM,1991,7.784269
New Mexico,NM,1992,7.82777
New Mexico,NM,1993,7.874891
New Mexico,NM,1994,7.918796
New Mexico,NM,1995,7.965523
New Mexico,NM,1996,8.009624
New Mexico,NM,1997,8.054178
New Mexico,NM,1998,8.095542
New Mexico,NM,1999,8.143412
New Mexico,NM,2000,8.430621
New Mexico,NM,2001,8.492671
New Mexico,NM,2002,8.552643
New Mexico,NM,2003,8.601402
New Mexico,NM,2004,8.634561
New Mexico,NM,2005,8.651974
New Mexico,NM,2006,8.661679
New Mexico,NM,2007,8.677885
New Mexico,NM,2008,8.71109
New Mexico,NM,2009,8.755602
New Mexico,NM,2010,8.803708
New Mexico,NM,2011,8.844694
New Mexico,NM,2012,8.882095
New Mexico,NM,2013,8.913735
New Mexico,NM,2014,8.94301
New Mexico,NM,2015,8.960001
New Mexico,NM,2016,8.978416
New Mexico,NM,2017,9.005644
New York,NY,1950,14.865
New York,NY,1951,14.89
New York,NY,1952,15.192
New York,NY,1953,15.527
New York,NY,1954,15.814
New York,NY,1955,15.966
New York,NY,1956,16.112
New York,NY,1957,16.374
New York,NY,1958,16.601
New York,NY,1959,16.685
New York,NY,1960,16.838
New York,NY,1961,17.061
New York,NY,1962,17.301
New York,NY,1963,17.461
New York,NY,1964,17.589
New York,NY,1965,17.734
New York,NY,1966,17.843
New York,NY,1967,17.935
New York,NY,1968,18.051
New York,NY,1969,18.105
New York,NY,1970,18.241391
New York,NY,1971,18.357982
New York,NY,1972,18.3394
New York,NY,1973,18.177063
New York,NY,1974,18.049775
New York,NY,1975,18.003485
New York,NY,1976,17.940541
New York,NY,1977,17.812602
New York,NY,1978,17.680589
New York,NY,1979,17.583838
New York,NY,1980,17.566754
New York,NY,1981,17.567734
New York,NY,1982,17.589738
New York,NY,1983,17.686905
New York,NY,1984,17.745684
New York,NY,1985,17.791672
New York,NY,1986,17.833419
New York,NY,1987,17.868848
New York,NY,1988,17.941309
New York,NY,1989,17.983086
New York,NY,1990,18.002855
New York,NY,1991,18.029532
New York,NY,1992,18.082032
New York,NY,1993,18.140894
New York,NY,1994,18.156652
New York,NY,1995,18.150928
New York,NY,1996,18.143805
New York,NY,1997,18.143184
New York,NY,1998,18.159175
New York,NY,1999,18.196601
New York,NY,2000,19.00178
New York,NY,2001,19.082838
New York,NY,2002,19.1378
New York,NY,2003,19.175939
New York,NY,2004,19.171567
New York,NY,2005,19.13261
New York,NY,2006,19.104631
New York,NY,2007,19.132335
New York,NY,2008,19.212436
New York,NY,2009,19.307066
New York,NY,2010,19.405185
New York,NY,2011,19.526372
New York,NY,2012,19.625409
New York,NY,2013,19.712514
New York,NY,2014,19.77358
New York,NY,2015,19.819347
New York,NY,2016,19.836286
New York,NY,2017,19.849399
North Carolina,NC,1950,4.068
North Carolina,NC,1951,4.12
North Carolina,NC,1952,4.109
North Carolina,NC,1953,4.12
North Carolina,NC,1954,4.131
North Carolina,NC,1955,4.242
North Carolina,NC,1956,4.309
North Carolina,NC,1957,4.368
North Carolina,NC,1958,4.376
North Carolina,NC,1959,4.458
North Carolina,NC,1960,4.573
North Carolina,NC,1961,4.663
North Carolina,NC,1962,4.707
North Carolina,NC,1963,4.742
North Carolina,NC,1964,4.802
North Carolina,NC,1965,4.863
North Carolina,NC,1966,4.896
North Carolina,NC,1967,4.952
North Carolina,NC,1968,5.004
North Carolina,NC,1969,5.031
North Carolina,NC,1970,5.084411
North Carolina,NC,1971,5.203531
North Carolina,NC,1972,5.30115
North Carolina,NC,1973,5.389852
North Carolina,NC,1974,5.470911
North Carolina,NC,1975,5.547188
North Carolina,NC,1976,5.607964
North Carolina,NC,1977,5.685607
North Carolina,NC,1978,5.759492
North Carolina,NC,1979,5.823491
North Carolina,NC,1980,5.89898
North Carolina,NC,1981,5.956653
North Carolina,NC,1982,6.019101
North Carolina,NC,1983,6.077056
North Carolina,NC,1984,6.164006
North Carolina,NC,1985,6.253954
North Carolina,NC,1986,6.321578
North Carolina,NC,1987,6.4037
North Carolina,NC,1988,6.480594
North Carolina,NC,1989,6.565459
North Carolina,NC,1990,6.656987
North Carolina,NC,1991,6.748135
North Carolina,NC,1992,6.83185
North Carolina,NC,1993,6.947412
North Carolina,NC,1994,7.060959
North Carolina,NC,1995,7.185403
North Carolina,NC,1996,7.307658
North Carolina,NC,1997,7.428672
North Carolina,NC,1998,7.545828
North Carolina,NC,1999,7.650789
North Carolina,NC,2000,8.081614
North Carolina,NC,2001,8.210122
North Carolina,NC,2002,8.326201
North Carolina,NC,2003,8.422501
North Carolina,NC,2004,8.553152
North Carolina,NC,2005,8.705407
North Carolina,NC,2006,8.91727
North Carolina,NC,2007,9.118037
North Carolina,NC,2008,9.309449
North Carolina,NC,2009,9.449566
North Carolina,NC,2010,9.574247
North Carolina,NC,2011,9.66294
North Carolina,NC,2012,9.755299
North Carolina,NC,2013,9.849812
North Carolina,NC,2014,9.94116
North Carolina,NC,2015,10.041769
North Carolina,NC,2016,10.156689
North Carolina,NC,2017,10.273419
North Dakota,ND,1950,0.619
North Dakota,ND,1951,0.604
North Dakota,ND,1952,0.608
North Dakota,ND,1953,0.609
North Dakota,ND,1954,0.611
North Dakota,ND,1955,0.615
North Dakota,ND,1956,0.613
North Dakota,ND,1957,0.612
North Dakota,ND,1958,0.606
North Dakota,ND,1959,0.618
North Dakota,ND,1960,0.634
North Dakota,ND,1961,0.641
North Dakota,ND,1962,0.637
North Dakota,ND,1963,0.644
North Dakota,ND,1964,0.649
North Dakota,ND,1965,0.649
North Dakota,ND,1966,0.647
North Dakota,ND,1967,0.626
North Dakota,ND,1968,0.621
North Dakota,ND,1969,0.621
North Dakota,ND,1970,0.617792
North Dakota,ND,1971,0.62676
North Dakota,ND,1972,0.631119
North Dakota,ND,1973,0.632675
North Dakota,ND,1974,0.634559
North Dakota,ND,1975,0.638886
North Dakota,ND,1976,0.645797
North Dakota,ND,1977,0.649769
North Dakota,ND,1978,0.651301
North Dakota,ND,1979,0.652896
North Dakota,ND,1980,0.65438
North Dakota,ND,1981,0.659505
North Dakota,ND,1982,0.668972
North Dakota,ND,1983,0.676688
North Dakota,ND,1984,0.680497
North Dakota,ND,1985,0.67698
North Dakota,ND,1986,0.669512
North Dakota,ND,1987,0.661136
North Dakota,ND,1988,0.655331
North Dakota,ND,1989,0.646351
North Dakota,ND,1990,0.637364
North Dakota,ND,1991,0.634199
North Dakota,ND,1992,0.635427
North Dakota,ND,1993,0.637229
North Dakota,ND,1994,0.639762
North Dakota,ND,1995,0.641548
North Dakota,ND,1996,0.642858
North Dakota,ND,1997,0.640945
North Dakota,ND,1998,0.637808
North Dakota,ND,1999,0.633666
North Dakota,ND,2000,0.642023
North Dakota,ND,2001,0.639062
North Dakota,ND,2002,0.638168
North Dakota,ND,2003,0.638817
North Dakota,ND,2004,0.644705
North Dakota,ND,2005,0.646089
North Dakota,ND,2006,0.649422
North Dakota,ND,2007,0.652822
North Dakota,ND,2008,0.657569
North Dakota,ND,2009,0.664968
North Dakota,ND,2010,0.674518
North Dakota,ND,2011,0.68483
North Dakota,ND,2012,0.70138
North Dakota,ND,2013,0.722908
North Dakota,ND,2014,0.738658
North Dakota,ND,2015,0.754859
North Dakota,ND,2016,0.755548
North Dakota,ND,2017,0.755393
Ohio,OH,1950,7.98
Ohio,OH,1951,8.061
Ohio,OH,1952,8.275
Ohio,OH,1953,8.591
Ohio,OH,1954,8.873
Ohio,OH,1955,9.017
Ohio,OH,1956,9.207
Ohio,OH,1957,9.41
Ohio,OH,1958,9.599
Ohio,OH,1959,9.671
Ohio,OH,1960,9.734
Ohio,OH,1961,9.854
Ohio,OH,1962,9.929
Ohio,OH,1963,9.986
Ohio,OH,1964,10.08
Ohio,OH,1965,10.201
Ohio,OH,1966,10.33
Ohio,OH,1967,10.414
Ohio,OH,1968,10.516
Ohio,OH,1969,10.563
Ohio,OH,1970,10.657423
Ohio,OH,1971,10.734818
Ohio,OH,1972,10.746993
Ohio,OH,1973,10.767314
Ohio,OH,1974,10.765759
Ohio,OH,1975,10.770425
Ohio,OH,1976,10.752662
Ohio,OH,1977,10.771394
Ohio,OH,1978,10.795581
Ohio,OH,1979,10.798298
Ohio,OH,1980,10.80065
Ohio,OH,1981,10.78833
Ohio,OH,1982,10.757087
Ohio,OH,1983,10.737632
Ohio,OH,1984,10.737746
Ohio,OH,1985,10.734926
Ohio,OH,1986,10.730268
Ohio,OH,1987,10.76009
Ohio,OH,1988,10.798552
Ohio,OH,1989,10.829217
Ohio,OH,1990,10.861837
Ohio,OH,1991,10.933683
Ohio,OH,1992,11.007609
Ohio,OH,1993,11.070385
Ohio,OH,1994,11.111451
Ohio,OH,1995,11.155493
Ohio,OH,1996,11.187032
Ohio,OH,1997,11.212498
Ohio,OH,1998,11.237752
Ohio,OH,1999,11.256654
Ohio,OH,2000,11.363543
Ohio,OH,2001,11.387404
Ohio,OH,2002,11.407889
Ohio,OH,2003,11.434788
Ohio,OH,2004,11.452251
Ohio,OH,2005,11.46332
Ohio,OH,2006,11.481213
Ohio,OH,2007,11.500468
Ohio,OH,2008,11.515391
Ohio,OH,2009,11.528896
Ohio,OH,2010,11.539282
Ohio,OH,2011,11.543332
Ohio,OH,2012,11.546969
Ohio,OH,2013,11.567845
Ohio,OH,2014,11.593741
Ohio,OH,2015,11.606027
Ohio,OH,2016,11.622554
Ohio,OH,2017,11.658609
Oklahoma,OK,1950,2.229
Oklahoma,OK,1951,2.21
Oklahoma,OK,1952,2.219
Oklahoma,OK,1953,2.182
Oklahoma,OK,1954,2.209
Oklahoma,OK,1955,2.25
Oklahoma,OK,1956,2.273
Oklahoma,OK,1957,2.282
Oklahoma,OK,1958,2.267
Oklahoma,OK,1959,2.289
Oklahoma,OK,1960,2.336
Oklahoma,OK,1961,2.38
Oklahoma,OK,1962,2.427
Oklahoma,OK,1963,2.439
Oklahoma,OK,1964,2.446
Oklahoma,OK,1965,2.44
Oklahoma,OK,1966,2.454
Oklahoma,OK,1967,2.489
Oklahoma,OK,1968,2.503
Oklahoma,OK,1969,2.535
Oklahoma,OK,1970,2.559463
Oklahoma,OK,1971,2.618601
Oklahoma,OK,1972,2.658646
Oklahoma,OK,1973,2.695931
Oklahoma,OK,1974,2.734768
Oklahoma,OK,1975,2.774683
Oklahoma,OK,1976,2.826815
Oklahoma,OK,1977,2.870014
Oklahoma,OK,1978,2.917336
Oklahoma,OK,1979,2.97531
Oklahoma,OK,1980,3.040758
Oklahoma,OK,1981,3.096164
Oklahoma,OK,1982,3.206123
Oklahoma,OK,1983,3.290402
Oklahoma,OK,1984,3.285533
Oklahoma,OK,1985,3.271332
Oklahoma,OK,1986,3.252735
Oklahoma,OK,1987,3.210122
Oklahoma,OK,1988,3.167057
Oklahoma,OK,1989,3.150307
Oklahoma,OK,1990,3.147105
Oklahoma,OK,1991,3.166471
Oklahoma,OK,1992,3.204174
Oklahoma,OK,1993,3.228829
Oklahoma,OK,1994,3.246119
Oklahoma,OK,1995,3.265547
Oklahoma,OK,1996,3.289634
Oklahoma,OK,1997,3.314259
Oklahoma,OK,1998,3.339478
Oklahoma,OK,1999,3.358044
Oklahoma,OK,2000,3.454365
Oklahoma,OK,2001,3.4671
Oklahoma,OK,2002,3.48908
Oklahoma,OK,2003,3.504892
Oklahoma,OK,2004,3.525233
Oklahoma,OK,2005,3.548597
Oklahoma,OK,2006,3.59409
Oklahoma,OK,2007,3.634349
Oklahoma,OK,2008,3.668976
Oklahoma,OK,2009,3.717572
Oklahoma,OK,2010,3.759529
Oklahoma,OK,2011,3.785232
Oklahoma,OK,2012,3.815298
Oklahoma,OK,2013,3.84984
Oklahoma,OK,2014,3.875008
Oklahoma,OK,2015,3.904353
Oklahoma,OK,2016,3.921207
Oklahoma,OK,2017,3.930864
Oregon,OR,1950,1.532
Oregon,OR,1951,1.556
Oregon,OR,1952,1.582
Oregon,OR,1953,1.601
Oregon,OR,1954,1.626
Oregon,OR,1955,1.659
Oregon,OR,1956,1.698
Oregon,OR,1957,1.712
Oregon,OR,1958,1.718
Oregon,OR,1959,1.746
Oregon,OR,1960,1.772
Oregon,OR,1961,1.787
Oregon,OR,1962,1.818
Oregon,OR,1963,1.853
Oregon,OR,1964,1.888
Oregon,OR,1965,1.937
Oregon,OR,1966,1.969
Oregon,OR,1967,1.979
Oregon,OR,1968,2.004
Oregon,OR,1969,2.062
Oregon,OR,1970,2.091533
Oregon,OR,1971,2.151022
Oregon,OR,1972,2.197297
Oregon,OR,1973,2.241932
Oregon,OR,1974,2.285013
Oregon,OR,1975,2.329661
Oregon,OR,1976,2.378262
Oregon,OR,1977,2.446673
Oregon,OR,1978,2.518298
Oregon,OR,1979,2.588012
Oregon,OR,1980,2.641218
Oregon,OR,1981,2.667982
Oregon,OR,1982,2.664922
Oregon,OR,1983,2.653066
Oregon,OR,1984,2.666588
Oregon,OR,1985,2.672652
Oregon,OR,1986,2.683528
Oregon,OR,1987,2.700991
Oregon,OR,1988,2.741297
Oregon,OR,1989,2.790575
Oregon,OR,1990,2.858547
Oregon,OR,1991,2.918745
Oregon,OR,1992,2.973934
Oregon,OR,1993,3.03449
Oregon,OR,1994,3.087142
Oregon,OR,1995,3.141421
Oregon,OR,1996,3.195087
Oregon,OR,1997,3.243254
Oregon,OR,1998,3.282055
Oregon,OR,1999,3.316154
Oregon,OR,2000,3.429708
Oregon,OR,2001,3.467937
Oregon,OR,2002,3.513424
Oregon,OR,2003,3.547376
Oregon,OR,2004,3.569463
Oregon,OR,2005,3.613202
Oregon,OR,2006,3.670883
Oregon,OR,2007,3.722417
Oregon,OR,2008,3.768748
Oregon,OR,2009,3.8086
Oregon,OR,2010,3.837073
Oregon,OR,2011,3.865845
Oregon,OR,2012,3.89392
Oregon,OR,2013,3.919664
Oregon,OR,2014,3.960673
Oregon,OR,2015,4.016537
Oregon,OR,2016,4.085989
Oregon,OR,2017,4.142776
Pennsylvania,PA,1950,10.507
Pennsylvania,PA,1951,10.461
Pennsylvania,PA,1952,10.503
Pennsylvania,PA,1953,10.662
Pennsylvania,PA,1954,10.817
Pennsylvania,PA,1955,10.939
Pennsylvania,PA,1956,10.972
Pennsylvania,PA,1957,10.954
Pennsylvania,PA,1958,11.058
Pennsylvania,PA,1959,11.234
Pennsylvania,PA,1960,11.329
Pennsylvania,PA,1961,11.392
Pennsylvania,PA,1962,11.355
Pennsylvania,PA,1963,11.424
Pennsylvania,PA,1964,11.519
Pennsylvania,PA,1965,11.62
Pennsylvania,PA,1966,11.664
Pennsylvania,PA,1967,11.681
Pennsylvania,PA,1968,11.741
Pennsylvania,PA,1969,11.741
Pennsylvania,PA,1970,11.800766
Pennsylvania,PA,1971,11.8864
Pennsylvania,PA,1972,11.908233
Pennsylvania,PA,1973,11.890527
Pennsylvania,PA,1974,11.870884
Pennsylvania,PA,1975,11.906095
Pennsylvania,PA,1976,11.897378
Pennsylvania,PA,1977,11.893591
Pennsylvania,PA,1978,11.879396
Pennsylvania,PA,1979,11.887975
Pennsylvania,PA,1980,11.868305
Pennsylvania,PA,1981,11.858567
Pennsylvania,PA,1982,11.845146
Pennsylvania,PA,1983,11.837723
Pennsylvania,PA,1984,11.815172
Pennsylvania,PA,1985,11.770862
Pennsylvania,PA,1986,11.782752
Pennsylvania,PA,1987,11.810866
Pennsylvania,PA,1988,11.845752
Pennsylvania,PA,1989,11.865996
Pennsylvania,PA,1990,11.895604
Pennsylvania,PA,1991,11.94316
Pennsylvania,PA,1992,11.980819
Pennsylvania,PA,1993,12.022128
Pennsylvania,PA,1994,12.042545
Pennsylvania,PA,1995,12.04478
Pennsylvania,PA,1996,12.038008
Pennsylvania,PA,1997,12.015888
Pennsylvania,PA,1998,12.002329
Pennsylvania,PA,1999,11.994016
Pennsylvania,PA,2000,12.284173
Pennsylvania,PA,2001,12.29897
Pennsylvania,PA,2002,12.331031
Pennsylvania,PA,2003,12.374658
Pennsylvania,PA,2004,12.410722
Pennsylvania,PA,2005,12.44999
Pennsylvania,PA,2006,12.510809
Pennsylvania,PA,2007,12.563937
Pennsylvania,PA,2008,12.612285
Pennsylvania,PA,2009,12.666858
Pennsylvania,PA,2010,12.711063
Pennsylvania,PA,2011,12.742811
Pennsylvania,PA,2012,12.768034
Pennsylvania,PA,2013,12.77845
Pennsylvania,PA,2014,12.790341
Pennsylvania,PA,2015,12.791124
Pennsylvania,PA,2016,12.787085
Pennsylvania,PA,2017,12.805537
Rhode Island,RI,1950,0.786
Rhode Island,RI,1951,0.784
Rhode Island,RI,1952,0.802
Rhode Island,RI,1953,0.815
Rhode Island,RI,1954,0.816
Rhode Island,RI,1955,0.823
Rhode Island,RI,1956,0.84
Rhode Island,RI,1957,0.851
Rhode Island,RI,1958,0.858
Rhode Island,RI,1959,0.857
Rhode Island,RI,1960,0.855
Rhode Island,RI,1961,0.858
Rhode Island,RI,1962,0.871
Rhode Island,RI,1963,0.876
Rhode Island,RI,1964,0.885
Rhode Island,RI,1965,0.893
Rhode Island,RI,1966,0.899
Rhode Island,RI,1967,0.909
Rhode Island,RI,1968,0.922
Rhode Island,RI,1969,0.932
Rhode Island,RI,1970,0.949723
Rhode Island,RI,1971,0.963107
Rhode Island,RI,1972,0.97479
Rhode Island,RI,1973,0.975738
Rhode Island,RI,1974,0.950615
Rhode Island,RI,1975,0.942788
Rhode Island,RI,1976,0.946089
Rhode Island,RI,1977,0.95023
Rhode Island,RI,1978,0.951816
Rhode Island,RI,1979,0.950382
Rhode Island,RI,1980,0.948773
Rhode Island,RI,1981,0.953013
Rhode Island,RI,1982,0.95417
Rhode Island,RI,1983,0.956382
Rhode Island,RI,1984,0.961894
Rhode Island,RI,1985,0.968955
Rhode Island,RI,1986,0.977341
Rhode Island,RI,1987,0.989604
Rhode Island,RI,1988,0.996408
Rhode Island,RI,1989,1.000666
Rhode Island,RI,1990,1.004649
Rhode Island,RI,1991,1.00399
Rhode Island,RI,1992,1.000571
Rhode Island,RI,1993,0.997852
Rhode Island,RI,1994,0.993412
Rhode Island,RI,1995,0.989203
Rhode Island,RI,1996,0.987858
Rhode Island,RI,1997,0.986966
Rhode Island,RI,1998,0.987704
Rhode Island,RI,1999,0.990819
Rhode Island,RI,2000,1.050268
Rhode Island,RI,2001,1.057142
Rhode Island,RI,2002,1.065995
Rhode Island,RI,2003,1.071342
Rhode Island,RI,2004,1.074579
Rhode Island,RI,2005,1.067916
Rhode Island,RI,2006,1.063096
Rhode Island,RI,2007,1.057315
Rhode Island,RI,2008,1.055003
Rhode Island,RI,2009,1.053646
Rhode Island,RI,2010,1.053169
Rhode Island,RI,2011,1.052154
Rhode Island,RI,2012,1.052761
Rhode Island,RI,2013,1.052784
Rhode Island,RI,2014,1.054782
Rhode Island,RI,2015,1.055916
Rhode Island,RI,2016,1.057566
Rhode Island,RI,2017,1.059639
South Carolina,SC,1950,2.113
South Carolina,SC,1951,2.167
South Carolina,SC,1952,2.178
South Carolina,SC,1953,2.181
South Carolina,SC,1954,2.176
South Carolina,SC,1955,2.2
South Carolina,SC,1956,2.229
South Carolina,SC,1957,2.274
South Carolina,SC,1958,2.304
South Carolina,SC,1959,2.348
South Carolina,SC,1960,2.392
South Carolina,SC,1961,2.409
South Carolina,SC,1962,2.423
South Carolina,SC,1963,2.46
South Carolina,SC,1964,2.475
South Carolina,SC,1965,2.494
South Carolina,SC,1966,2.52
South Carolina,SC,1967,2.533
South Carolina,SC,1968,2.559
South Carolina,SC,1969,2.57
South Carolina,SC,1970,2.590713
South Carolina,SC,1971,2.662269
South Carolina,SC,1972,2.719197
South Carolina,SC,1973,2.776605
South Carolina,SC,1974,2.844749
South Carolina,SC,1975,2.902028
South Carolina,SC,1976,2.943657
South Carolina,SC,1977,2.991681
South Carolina,SC,1978,3.044364
South Carolina,SC,1979,3.090267
South Carolina,SC,1980,3.134502
South Carolina,SC,1981,3.179255
South Carolina,SC,1982,3.207614
South Carolina,SC,1983,3.234066
South Carolina,SC,1984,3.271868
South Carolina,SC,1985,3.303209
South Carolina,SC,1986,3.342758
South Carolina,SC,1987,3.380506
South Carolina,SC,1988,3.412096
South Carolina,SC,1989,3.456775
South Carolina,SC,1990,3.499064
South Carolina,SC,1991,3.55947
South Carolina,SC,1992,3.600576
South Carolina,SC,1993,3.634507
South Carolina,SC,1994,3.666456
South Carolina,SC,1995,3.699943
South Carolina,SC,1996,3.738974
South Carolina,SC,1997,3.790066
South Carolina,SC,1998,3.839578
South Carolina,SC,1999,3.885736
South Carolina,SC,2000,4.024223
South Carolina,SC,2001,4.064995
South Carolina,SC,2002,4.107795
South Carolina,SC,2003,4.150297
South Carolina,SC,2004,4.210921
South Carolina,SC,2005,4.27015
South Carolina,SC,2006,4.357847
South Carolina,SC,2007,4.44411
South Carolina,SC,2008,4.528996
South Carolina,SC,2009,4.589872
South Carolina,SC,2010,4.635834
South Carolina,SC,2011,4.672744
South Carolina,SC,2012,4.719009
South Carolina,SC,2013,4.765862
South Carolina,SC,2014,4.824758
South Carolina,SC,2015,4.892423
South Carolina,SC,2016,4.959822
South Carolina,SC,2017,5.024369
South Dakota,SD,1950,0.655
South Dakota,SD,1951,0.655
South Dakota,SD,1952,0.651
South Dakota,SD,1953,0.648
South Dakota,SD,1954,0.655
South Dakota,SD,1955,0.663
South Dakota,SD,1956,0.67
South Dakota,SD,1957,0.666
South Dakota,SD,1958,0.656
South Dakota,SD,1959,0.667
South Dakota,SD,1960,0.683
South Dakota,SD,1961,0.693
South Dakota,SD,1962,0.705
South Dakota,SD,1963,0.708
South Dakota,SD,1964,0.701
South Dakota,SD,1965,0.692
South Dakota,SD,1966,0.683
South Dakota,SD,1967,0.671
South Dakota,SD,1968,0.669
South Dakota,SD,1969,0.668
South Dakota,SD,1970,0.666257
South Dakota,SD,1971,0.671297
South Dakota,SD,1972,0.677234
South Dakota,SD,1973,0.678715
South Dakota,SD,1974,0.679585
South Dakota,SD,1975,0.681042
South Dakota,SD,1976,0.68639
South Dakota,SD,1977,0.68848
South Dakota,SD,1978,0.68858
South Dakota,SD,1979,0.688335
South Dakota,SD,1980,0.690851
South Dakota,SD,1981,0.689584
South Dakota,SD,1982,0.690597
South Dakota,SD,1983,0.693008
South Dakota,SD,1984,0.697249
South Dakota,SD,1985,0.698402
South Dakota,SD,1986,0.696034
South Dakota,SD,1987,0.696036
South Dakota,SD,1988,0.698165
South Dakota,SD,1989,0.696701
South Dakota,SD,1990,0.696667
South Dakota,SD,1991,0.701445
South Dakota,SD,1992,0.708698
South Dakota,SD,1993,0.716258
South Dakota,SD,1994,0.723038
South Dakota,SD,1995,0.728251
South Dakota,SD,1996,0.730699
South Dakota,SD,1997,0.730855
South Dakota,SD,1998,0.730789
South Dakota,SD,1999,0.733133
South Dakota,SD,2000,0.755844
South Dakota,SD,2001,0.757972
South Dakota,SD,2002,0.76002
South Dakota,SD,2003,0.763729
South Dakota,SD,2004,0.770396
South Dakota,SD,2005,0.775493
South Dakota,SD,2006,0.783033
South Dakota,SD,2007,0.791623
South Dakota,SD,2008,0.799124
South Dakota,SD,2009,0.807067
South Dakota,SD,2010,0.816227
South Dakota,SD,2011,0.823338
South Dakota,SD,2012,0.832576
South Dakota,SD,2013,0.842513
South Dakota,SD,2014,0.849455
South Dakota,SD,2015,0.854036
South Dakota,SD,2016,0.861542
South Dakota,SD,2017,0.869666
Tennessee,TN,1950,3.315
Tennessee,TN,1951,3.372
Tennessee,TN,1952,3.352
Tennessee,TN,1953,3.319
Tennessee,TN,1954,3.359
Tennessee,TN,1955,3.415
Tennessee,TN,1956,3.415
Tennessee,TN,1957,3.434
Tennessee,TN,1958,3.471
Tennessee,TN,1959,3.522
Tennessee,TN,1960,3.575
Tennessee,TN,1961,3.622
Tennessee,TN,1962,3.673
Tennessee,TN,1963,3.718
Tennessee,TN,1964,3.771
Tennessee,TN,1965,3.798
Tennessee,TN,1966,3.822
Tennessee,TN,1967,3.859
Tennessee,TN,1968,3.878
Tennessee,TN,1969,3.897
Tennessee,TN,1970,3.926018
Tennessee,TN,1971,4.013608
Tennessee,TN,1972,4.094611
Tennessee,TN,1973,4.147401
Tennessee,TN,1974,4.213509
Tennessee,TN,1975,4.275566
Tennessee,TN,1976,4.346928
Tennessee,TN,1977,4.422921
Tennessee,TN,1978,4.486314
Tennessee,TN,1979,4.560473
Tennessee,TN,1980,4.600252
Tennessee,TN,1981,4.627658
Tennessee,TN,1982,4.646041
Tennessee,TN,1983,4.659749
Tennessee,TN,1984,4.686737
Tennessee,TN,1985,4.715296
Tennessee,TN,1986,4.738708
Tennessee,TN,1987,4.782927
Tennessee,TN,1988,4.822437
Tennessee,TN,1989,4.854444
Tennessee,TN,1990,4.890626
Tennessee,TN,1991,4.946886
Tennessee,TN,1992,5.013999
Tennessee,TN,1993,5.085666
Tennessee,TN,1994,5.163016
Tennessee,TN,1995,5.241168
Tennessee,TN,1996,5.313576
Tennessee,TN,1997,5.378433
Tennessee,TN,1998,5.432679
Tennessee,TN,1999,5.483535
Tennessee,TN,2000,5.703719
Tennessee,TN,2001,5.750789
Tennessee,TN,2002,5.795918
Tennessee,TN,2003,5.847812
Tennessee,TN,2004,5.910809
Tennessee,TN,2005,5.991057
Tennessee,TN,2006,6.088766
Tennessee,TN,2007,6.175727
Tennessee,TN,2008,6.247411
Tennessee,TN,2009,6.306019
Tennessee,TN,2010,6.355882
Tennessee,TN,2011,6.396281
Tennessee,TN,2012,6.450632
Tennessee,TN,2013,6.490795
Tennessee,TN,2014,6.540007
Tennessee,TN,2015,6.590726
Tennessee,TN,2016,6.649404
Tennessee,TN,2017,6.715984
Texas,TX,1950,7.776
Texas,TX,1951,8.111
Texas,TX,1952,8.314
Texas,TX,1953,8.336
Texas,TX,1954,8.382
Texas,TX,1955,8.66
Texas,TX,1956,8.83
Texas,TX,1957,9.07
Texas,TX,1958,9.252
Texas,TX,1959,9.405
Texas,TX,1960,9.624
Texas,TX,1961,9.82
Texas,TX,1962,10.053
Texas,TX,1963,10.159
Texas,TX,1964,10.27
Texas,TX,1965,10.378
Texas,TX,1966,10.492
Texas,TX,1967,10.599
Texas,TX,1968,10.819
Texas,TX,1969,11.045
Texas,TX,1970,11.198655
Texas,TX,1971,11.509848
Texas,TX,1972,11.759148
Texas,TX,1973,12.019543
Texas,TX,1974,12.268629
Texas,TX,1975,12.568843
Texas,TX,1976,12.904089
Texas,TX,1977,13.19305
Texas,TX,1978,13.500429
Texas,TX,1979,13.888371
Texas,TX,1980,14.338208
Texas,TX,1981,14.746318
Texas,TX,1982,15.331415
Texas,TX,1983,15.751676
Texas,TX,1984,16.007086
Texas,TX,1985,16.272734
Texas,TX,1986,16.561113
Texas,TX,1987,16.621791
Texas,TX,1988,16.667022
Texas,TX,1989,16.806735
Texas,TX,1990,17.044714
Texas,TX,1991,17.339904
Texas,TX,1992,17.650479
Texas,TX,1993,17.996764
Texas,TX,1994,18.338319
Texas,TX,1995,18.679706
Texas,TX,1996,19.00624
Texas,TX,1997,19.355427
Texas,TX,1998,19.712389
Texas,TX,1999,20.044141
Texas,TX,2000,20.944499
Texas,TX,2001,21.319622
Texas,TX,2002,21.690325
Texas,TX,2003,22.030931
Texas,TX,2004,22.394023
Texas,TX,2005,22.778123
Texas,TX,2006,23.35958
Texas,TX,2007,23.831983
Texas,TX,2008,24.309039
